Booking_ID,prediction
INN26663,0.629496
INN21579,0.18175015
INN31014,0.21825014
INN02944,0.27993435
INN06915,0.88945144
INN11989,0.7601471
INN19058,0.1016738
INN05987,0.81175756
INN35018,0.7398353
INN35079,0.16860159
INN13596,0.74935776
INN33039,0.014844007
INN19855,0.0060888496
INN22127,0.8203017
INN26548,0.019857472
INN16027,0.27289367
INN20533,0.7824961
INN07050,0.29040375
INN22715,0.7501386
INN26494,0.65736705
INN18435,0.12630986
INN13643,0.9163031
INN23491,0.73509717
INN15926,0.42318776
INN35698,0.7609746
INN21014,0.7437848
INN02983,0.57957006
INN13721,0.5746388
INN01454,0.3343269
INN24636,0.0053284965
INN06966,0.0057967003
INN35306,0.3780118
INN20882,0.090125225
INN07987,0.6392372
INN00145,0.16128197
INN18380,0.110897526
INN34025,0.020520512
INN21248,0.7047621
INN26468,0.25877133
INN08547,0.96694684
INN17682,0.48923066
INN08929,0.21667905
INN23874,0.008008065
INN21076,0.80443317
INN29400,0.6200673
INN00960,0.64380705
INN08249,0.48925757
INN24581,0.32141614
INN25235,0.06982137
INN35757,0.8704926
INN35577,0.2030822
INN02993,0.14959198
INN27420,0.6961696
INN14978,0.60078454
INN22762,0.048642877
INN09572,0.7364569
INN22462,0.15300587
INN02533,0.67734087
INN25943,0.4646936
INN12789,0.3840947
INN06316,0.004536052
INN28108,0.31427705
INN04306,0.00692005
INN36237,0.41250542
INN27675,0.28094715
INN00076,0.6019396
INN22139,0.9270065
INN04741,0.79981977
INN35923,0.72593355
INN01662,0.33638975
INN31249,0.58603066
INN23946,0.005482214
INN18405,0.29287142
INN13453,0.38341352
INN21212,0.5249235
INN30649,0.71133405
INN05116,0.3254364
INN26874,0.34592175
INN28050,0.0057840236
INN27594,0.37921166
INN23752,0.66275126
INN20918,0.22830026
INN28613,0.4768365
INN35510,0.48287696
INN02112,0.7123394
INN01537,0.21464056
INN02358,0.31436354
INN14016,0.74707925
INN05227,0.4275371
INN09086,0.0038300487
INN34978,0.81264323
INN08853,0.45892894
INN35860,0.025945816
INN02497,0.7689347
INN29432,0.6698809
INN05628,0.37880808
INN34779,0.6578967
INN12561,0.77942955
INN10497,0.005588875
INN08493,0.30894744
INN20388,0.43446752
INN28654,0.24527594
INN01708,0.025414255
INN35672,0.78169185
INN15833,0.18151325
INN33082,0.6882353
INN36063,0.7407691
INN20785,0.7176667
INN12054,0.3737357
INN26012,0.25643978
INN01497,0.15283947
INN14434,0.72607607
INN25310,0.69497174
INN31899,0.11017069
INN26696,0.61791974
INN22146,0.028179204
INN12580,0.3996307
INN22939,0.29269743
INN23537,0.19163279
INN16430,0.66539234
INN27703,0.69547105
INN09734,0.10302549
INN08441,0.9041879
INN24127,0.57321244
INN29469,0.8689893
INN02800,0.055783533
INN12234,0.5378144
INN28359,0.062506065
INN25866,0.59879816
INN16049,0.34323442
INN16502,0.15893534
INN22007,0.5643661
INN03663,0.19321558
INN10672,0.1567181
INN13105,0.6343198
INN03706,0.84891146
INN31228,0.84208137
INN16543,0.020870652
INN18124,0.08756778
INN30539,0.19963564
INN18195,0.4554447
INN18487,0.47985366
INN25081,0.7315591
INN00844,0.6597275
INN07666,0.31344074
INN18984,0.69844145
INN32087,0.93222684
INN23680,0.0425723
INN10647,0.1953766
INN35165,0.38589165
INN22401,0.4106105
INN15485,0.37391692
INN18567,0.8057302
INN33031,0.13996129
INN35516,0.34879908
INN31543,0.007807688
INN21090,0.3454093
INN24791,0.531355
INN09285,0.8004598
INN33248,0.20953718
INN14116,0.42972398
INN24441,0.055901043
INN11766,0.80054235
INN35823,0.26858965
INN16042,0.46896386
INN32338,0.719422
INN20496,0.086986884
INN34280,0.692503
INN24242,0.38515252
INN04946,0.070179984
INN34486,0.36083516
INN21056,0.5258651
INN17985,0.77718127
INN01289,0.0848458
INN14496,0.15727046
INN04742,0.5899874
INN27547,0.19680576
INN22134,0.73777264
INN28198,0.69584465
INN20893,0.55928177
INN24869,0.4768318
INN27807,0.021778602
INN25027,0.09433074
INN13227,0.12315365
INN17129,0.7138065
INN33590,0.014397261
INN32244,0.30065966
INN11655,0.3105698
INN13824,0.5981876
INN15759,0.89346415
INN13131,0.12800641
INN06563,0.7616388
INN05374,0.17177548
INN12182,0.80054235
INN17838,0.24472931
INN34336,0.4893968
INN34780,0.8028011
INN23598,0.29424694
INN18181,0.6664267
INN12587,0.61759806
INN18886,0.4442686
INN00062,0.6450537
INN35615,0.34797215
INN21809,0.8054545
INN08224,0.58809584
INN09528,0.49643037
INN20474,0.15204355
INN28172,0.79349864
INN34703,0.8685245
INN24872,0.7378726
INN09939,0.7252754
INN13910,0.6172596
INN14857,0.77178925
INN06934,0.41173935
INN33502,0.099763595
INN00880,0.15573199
INN11263,0.5420344
INN21909,0.66952723
INN20959,0.8017906
INN31851,0.8515826
INN13723,0.13562188
INN00843,0.06215323
INN21987,0.17401189
INN21717,0.49081817
INN07577,0.34774587
INN15268,0.14407837
INN23080,0.6828884
INN20500,0.66212547
INN15396,0.7336995
INN16318,0.39057472
INN14160,0.8045528
INN22538,0.7698171
INN35673,0.33542025
INN29672,0.12443919
INN33224,0.78027695
INN20269,0.10300264
INN06189,0.46305868
INN05087,0.75170255
INN19899,0.50890064
INN03917,0.19921961
INN20497,0.63016295
INN21332,0.4128578
INN07496,0.07927516
INN00912,0.013517097
INN16676,0.72379446
INN11000,0.7355554
INN13316,0.27328372
INN23539,0.7390628
INN35760,0.038254015
INN35115,0.8244052
INN26569,0.097795956
INN32385,0.07212154
INN20213,0.7885213
INN31726,0.7211073
INN26567,0.6257268
INN20353,0.31005192
INN22808,0.7388369
INN02056,0.06625161
INN01671,0.0036329734
INN01046,0.027587157
INN20265,0.20935987
INN17434,0.08759809
INN02343,0.726773
INN29826,0.81030416
INN04450,0.004805475
INN01711,0.03379744
INN20713,0.01804989
INN01435,0.5976441
INN17093,0.21670552
INN19233,0.16296327
INN12794,0.6302812
INN24471,0.031160448
INN17551,0.7038765
INN22802,0.7044701
INN15469,0.15886794
INN13368,0.7173151
INN12224,0.13724615
INN36060,0.19505398
INN22145,0.3486241
INN20577,0.24727638
INN27018,0.2782448
INN32694,0.5019611
INN09578,0.6210771
INN33547,0.59482396
INN35524,0.78839666
INN25805,0.73368526
INN23211,0.298832
INN20483,0.411481
INN34924,0.2927047
INN13099,0.6172921
INN04642,0.34058237
INN30780,0.24277431
INN01333,0.7626618
INN16598,0.74008834
INN26576,0.34481135
INN05690,0.8520885
INN35745,0.7470718
INN11538,0.16145411
INN02542,0.45273495
INN07347,0.73965615
INN30283,0.16469812
INN26743,0.0850425
INN24253,0.7633857
INN03549,0.18058781
INN33709,0.3855389
INN03001,0.65823865
INN05153,0.24943243
INN32804,0.05634212
INN26046,0.61262727
INN09930,0.036933713
INN34498,0.5291035
INN13534,0.6561631
INN32788,0.0974949
INN10275,0.039221033
INN01589,0.36272895
INN13431,0.11593244
INN14682,0.014103909
INN30024,0.52561826
INN28220,0.39190274
INN03569,0.444923
INN34317,0.06081728
INN36136,0.741328
INN31449,0.74999946
INN26572,0.624999
INN14979,0.12987247
INN16038,0.57914174
INN09724,0.7448694
INN14632,0.4454449
INN32902,0.15293206
INN33944,0.53845096
INN16473,0.073384374
INN12894,0.28314093
INN07871,0.7910579
INN26370,0.04846115
INN15429,0.40488702
INN29695,0.3126383
INN07730,0.7270362
INN20967,0.68867654
INN12167,0.65823865
INN14935,0.2664768
INN28393,0.74787354
INN32532,0.52054316
INN27721,0.27740756
INN01044,0.070055544
INN02214,0.69025284
INN14559,0.5262403
INN15861,0.64920074
INN13469,0.0741789
INN30703,0.7274585
INN14871,0.012702963
INN18238,0.8524602
INN02831,0.12653086
INN00005,0.5234101
INN27320,0.64592105
INN11686,0.0036804194
INN11477,0.676225
INN32675,0.42538917
INN12903,0.63996863
INN25043,0.9085774
INN12285,0.072978705
INN19037,0.27424118
INN03387,0.26686892
INN24586,0.45506203
INN00648,0.6451898
INN12755,0.6983702
INN06225,0.7260078
INN13565,0.56965464
INN10995,0.71467566
INN27411,0.2699476
INN06149,0.6565409
INN26862,0.21389166
INN32602,0.015159171
INN25687,0.4003583
INN03106,0.006521075
INN07271,0.45723855
INN03821,0.06681273
INN19091,0.6190692
INN21536,0.30897188
INN28612,0.58882266
INN26157,0.451499
INN33086,0.52376884
INN26261,0.32091394
INN20034,0.65255266
INN09303,0.6151843
INN20572,0.03305841
INN29844,0.1542806
INN22132,0.7707306
INN30805,0.7685162
INN21744,0.80223984
INN25598,0.7643049
INN32885,0.53265446
INN17302,0.15641473
INN31635,0.5723764
INN17665,0.81478155
INN32095,0.71948916
INN14056,0.669478
INN31957,0.671656
INN28070,0.073488146
INN12833,0.54006624
INN28104,0.70900446
INN22110,0.09985842
INN35077,0.6932338
INN21817,0.4945282
INN23139,0.08641542
INN30986,0.69521683
INN34508,0.2498693
INN03579,0.14637001
INN22637,0.5029972
INN33947,0.44418547
INN10147,0.76950735
INN28106,0.505176
INN29373,0.07063241
INN14919,0.93659014
INN09779,0.0301467
INN19411,0.3449335
INN10802,0.0022404375
INN15189,0.326181
INN09431,0.07027712
INN14783,0.034070864
INN02297,0.98776907
INN15057,0.06807563
INN17582,0.016415408
INN26551,0.8500393
INN01189,0.23586708
INN20730,0.2160883
INN34027,0.58622533
INN02465,0.527275
INN13760,0.962405
INN27410,0.6398296
INN19084,0.18554822
INN17606,0.10300428
INN06848,0.252141
INN07823,0.69391406
INN29308,0.0103485845
INN24674,0.024010131
INN11571,0.371072
INN10124,0.6503988
INN04266,0.3455239
INN16580,0.70166826
INN35583,0.07246404
INN21209,0.60499084
INN25774,0.46078157
INN18026,0.003458838
INN22905,0.81180716
INN03161,0.05760982
INN36021,0.12913334
INN00609,0.30464777
INN07535,0.51336825
INN00929,0.83657694
INN11001,0.03201573
INN02278,0.13571392
INN01347,0.7362429
INN07647,0.7611934
INN06861,0.33951202
INN21031,0.74541134
INN12783,0.011640782
INN18964,0.006674329
INN20154,0.82804245
INN21860,0.46822736
INN14823,0.1822632
INN21659,0.5271478
INN11041,0.6210105
INN33890,0.45176286
INN05343,0.03853151
INN04422,0.039419547
INN10469,0.6969441
INN10091,0.347848
INN11675,0.73266584
INN27159,0.26955655
INN28149,0.09415584
INN04856,0.39409846
INN19721,0.009001659
INN27345,0.2741263
INN07328,0.13949153
INN06165,0.38533688
INN32975,0.3356919
INN13868,0.006856994
INN06495,0.046125475
INN25591,0.26041865
INN03105,0.11583196
INN27764,0.24793778
INN33087,0.08200805
INN18680,0.7018504
INN22037,0.61432296
INN03350,0.8303806
INN01484,0.4435488
INN31062,0.9912981
INN03793,0.057287328
INN05741,0.11041297
INN07760,0.3935902
INN12597,0.72997564
INN14626,0.007953356
INN05534,0.97373
INN31295,0.17112735
INN15666,0.28032163
INN01399,0.4709771
INN19121,0.5111217
INN08575,0.80223984
INN13888,0.54923594
INN16029,0.18063505
INN03915,0.15532008
INN01759,0.7590534
INN11190,0.5808907
INN30930,0.5836968
INN10633,0.21783952
INN11830,0.09100549
INN31859,0.017710298
INN08726,0.015652198
INN08356,0.70335495
INN15269,0.36544824
INN32713,0.82737774
INN21514,0.50735176
INN08286,0.4431663
INN01794,0.54722005
INN29226,0.31186834
INN06232,0.40223378
INN12910,0.5304089
INN03212,0.015581732
INN33806,0.49429202
INN04731,0.7004081
INN16249,0.07768695
INN21735,0.6360644
INN10889,0.15845276
INN15160,0.6510268
INN26360,0.4116795
INN28342,0.6486837
INN30011,0.032596197
INN08921,0.7888909
INN26772,0.73917574
INN07725,0.029761761
INN01417,0.047368564
INN34306,0.693312
INN07095,0.41301358
INN33289,0.11106633
INN33717,0.5148028
INN09173,0.8004598
INN05461,0.6727636
INN13846,0.35478544
INN03634,0.10306958
INN18737,0.85062045
INN17282,0.72485805
INN23708,0.6491168
INN22796,0.0728903
INN28599,0.6755179
INN19033,0.2514148
INN33974,0.8401383
INN19392,0.679548
INN25166,0.87011135
INN36149,0.16675648
INN27332,0.3866666
INN04161,0.036377326
INN18666,0.7865025
INN11794,0.8501685
INN30938,0.842964
INN29569,0.7361281
INN01254,0.47611645
INN00312,0.24579999
INN27364,0.2416174
INN11779,0.5884659
INN31181,0.895975
INN06435,0.086285785
INN24897,0.21129347
INN25382,0.19484149
INN32333,0.7395644
INN12540,0.2543487
INN13784,0.5108933
INN34042,0.6954838
INN14472,0.72593355
INN08980,0.8336833
INN07595,0.68691474
INN31229,0.65513974
INN30194,0.72161275
INN17572,0.6060222
INN22518,0.43078035
INN13915,0.08623637
INN27096,0.7678372
INN07500,0.61111283
INN21463,0.6597088
INN18862,0.5240789
INN06044,0.42361405
INN04153,0.43033764
INN14565,0.12549044
INN12084,0.07547876
INN06253,0.7115196
INN06525,0.8458336
INN20078,0.5466332
INN15413,0.5155024
INN26751,0.51118493
INN26664,0.55928177
INN29697,0.047822595
INN27787,0.47096944
INN35537,0.80443317
INN20271,0.12064188
INN15212,0.6470183
INN17708,0.72578007
INN17092,0.47568667
INN30049,0.60206777
INN23687,0.8442874
INN25208,0.9088942
INN11083,0.72566754
INN23578,0.734111
INN21648,0.70965016
INN15354,0.2071455
INN20302,0.17531992
INN14687,0.44829676
INN01772,0.593845
INN18645,0.7461663
INN16471,0.6133112
INN22503,0.59044033
INN06897,0.18510215
INN01488,0.40605173
INN00968,0.36867425
INN21604,0.009747269
INN09565,0.73291314
INN11809,0.10612213
INN12851,0.65736705
INN11752,0.7205909
INN22811,0.47445247
INN11828,0.33259022
INN25434,0.012474212
INN01830,0.5563998
INN32493,0.38327175
INN21528,0.86063653
INN27401,0.7801613
INN16663,0.7744906
INN31078,0.02668345
INN15794,0.45095348
INN09041,0.110494696
INN00014,0.07743227
INN00994,0.77199644
INN33300,0.4713998
INN23086,0.5155811
INN01053,0.30167842
INN25665,0.6424297
INN22213,0.016892519
INN04772,0.83194506
INN01292,0.56272393
INN01787,0.004188747
INN28443,0.10054867
INN20527,0.42324698
INN12201,0.012887887
INN11734,0.78852576
INN15896,0.45974115
INN06046,0.52513486
INN31727,0.39078456
INN10280,0.726591
INN30182,0.08020379
INN07581,0.15960635
INN08526,0.76285994
INN17076,0.7458614
INN26619,0.55895275
INN33459,0.024482848
INN00711,0.8004598
INN10573,0.6392372
INN06530,0.85605204
INN24522,0.031098308
INN33391,0.87581843
INN30899,0.5613812
INN04904,0.40964544
INN11975,0.057670634
INN13244,0.700251
INN15835,0.026103001
INN06536,0.5972244
INN28936,0.0065165386
INN27895,0.36183757
INN13925,0.97448254
INN10414,0.554689
INN08241,0.7047621
INN22131,0.78265506
INN08257,0.17494605
INN08179,0.25644848
INN30079,0.21596305
INN19609,0.5722263
INN04204,0.05701109
INN06182,0.14481632
INN05158,0.83952
INN18868,0.51001316
INN32129,0.049957253
INN24929,0.65117687
INN20278,0.036736146
INN02309,0.51025647
INN27958,0.5025134
INN18482,0.5882725
INN09705,0.22157921
INN35408,0.0072596534
INN25211,0.46827608
INN08867,0.6359146
INN07092,0.6629486
INN03129,0.7943956
INN23103,0.9959299
INN34453,0.6867516
INN17996,0.32915354
INN19550,0.48510954
INN32198,0.065878294
INN23331,0.1339362
INN11964,0.5586936
INN32429,0.09285505
INN06613,0.13893634
INN29369,0.9453024
INN33177,0.6045766
INN21451,0.10398372
INN24232,0.61327946
INN29257,0.36838278
INN33125,0.0060248524
INN30008,0.32671112
INN01577,0.71678233
INN14804,0.10806528
INN19894,0.71428114
INN25826,0.16327658
INN20993,0.6451898
INN26481,0.0050023915
INN06205,0.041071355
INN24839,0.3919476
INN19265,0.5987841
INN25357,0.31990921
INN32059,0.54950637
INN24449,0.8888193
INN06754,0.7057943
INN12661,0.7397205
INN30339,0.14682029
INN34182,0.26077336
INN28913,0.60893947
INN16675,0.2084888
INN30771,0.8167682
INN22569,0.08013464
INN17910,0.9102489
INN28805,0.07278171
INN19610,0.97478706
INN21380,0.13768318
INN07396,0.7186397
INN22330,0.7800179
INN04919,0.35351607
INN24343,0.6893539
INN09384,0.18527016
INN16384,0.3277159
INN34628,0.44456533
INN29233,0.109272696
INN33456,0.80054235
INN27047,0.12222628
INN29459,0.24160528
INN09050,0.78025043
INN05190,0.47182125
INN27189,0.0059788306
INN05326,0.008007156
INN11283,0.39850938
INN15781,0.7967421
INN22683,0.01666486
INN18205,0.008067263
INN20681,0.51066196
INN25047,0.97493935
INN23218,0.47879106
INN31436,0.62414104
INN23857,0.007884376
INN27337,0.1538716
INN22461,0.5621961
INN30544,0.0058926074
INN20508,0.693312
INN32547,0.20440501
INN12369,0.69673026
INN16786,0.24672827
INN28394,0.5924361
INN33558,0.44503796
INN17441,0.22709198
INN15467,0.41441613
INN21487,0.64863276
INN00201,0.3463684
INN05125,0.6677838
INN30297,0.7204755
INN35669,0.5839565
INN19689,0.5123533
INN17522,0.16839479
INN36190,0.7390628
INN00397,0.48247448
INN29780,0.8805865
INN13174,0.016572928
INN22510,0.6407995
INN13530,0.05034849
INN29445,0.8030141
INN25576,0.08583093
INN20569,0.19278952
INN18506,0.77295786
INN13303,0.84257436
INN07801,0.107283704
INN13313,0.5812523
INN28086,0.6451898
INN35033,0.005319252
INN13794,0.011943918
INN04640,0.20424746
INN09038,0.0119253555
INN02446,0.8019257
INN09799,0.4171146
INN02744,0.62674737
INN34846,0.58981985
INN20175,0.39386776
INN30620,0.30226186
INN13706,0.43100673
INN00370,0.9758195
INN19826,0.049473394
INN31429,0.02862971
INN14281,0.77446043
INN15321,0.5515837
INN20356,0.18244433
INN11223,0.63469696
INN28350,0.6364406
INN36076,0.0321648
INN10748,0.41256487
INN19671,0.90765494
INN04293,0.03175965
INN36045,0.5400255
INN18866,0.05329614
INN18419,0.6293889
INN33617,0.20195682
INN14805,0.23318426
INN33916,0.12654439
INN29752,0.68908274
INN01576,0.001937117
INN31272,0.5622069
INN15986,0.15071034
INN22353,0.014285465
INN20745,0.60425836
INN10960,0.34638324
INN25148,0.08772236
INN00897,0.005628778
INN18235,0.7434705
INN12366,0.6225874
INN23551,0.076558575
INN35039,0.6476457
INN22231,0.19485593
INN13798,0.81503594
INN00698,0.13510892
INN13340,0.05473383
INN11181,0.17323884
INN31128,0.7446182
INN32795,0.7265551
INN25780,0.312611
INN19228,0.7178561
INN26489,0.7065511
INN03101,0.59010875
INN29307,0.5198977
INN31317,0.22299805
INN32501,0.50420856
INN01349,0.7301306
INN30360,0.32891008
INN31053,0.43976238
INN19833,0.4995022
INN11715,0.0022314303
INN31307,0.19296855
INN34080,0.4977206
INN25076,0.711639
INN27754,0.45703846
INN28222,0.6505446
INN05771,0.2326788
INN12086,0.3782975
INN11855,0.13793404
INN18153,0.6903776
INN22559,0.7212808
INN03733,0.82643175
INN29881,0.5497112
INN36151,0.7853286
INN30887,0.63854504
INN35274,0.13715816
INN30693,0.16524588
INN19647,0.7997407
INN29723,0.9131428
INN25329,0.8973002
INN34566,0.77387416
INN31178,0.028549578
INN08569,0.400155
INN03699,0.4614405
INN02593,0.6585944
INN28954,0.53677016
INN35980,0.08020217
INN26914,0.47209123
INN06096,0.29588974
INN00481,0.795511
INN28207,0.82798916
INN14447,0.9000148
INN02858,0.3680689
INN13239,0.1681976
INN34502,0.005086389
INN20205,0.0031622176
INN08841,0.044961024
INN15273,0.621704
INN12860,0.7744906
INN30041,0.0061893817
INN33654,0.32098097
INN02044,0.90234727
INN28276,0.023088168
INN35826,0.7744906
INN03287,0.44037756
INN03827,0.64354324
INN05027,0.71975356
INN06748,0.036196575
INN07776,0.011104049
INN32164,0.26859626
INN08478,0.33131617
INN08613,0.06537556
INN28548,0.45505542
INN02956,0.0805419
INN29839,0.78624296
INN31989,0.64908695
INN14178,0.4212645
INN17914,0.26297283
INN32650,0.57627153
INN07110,0.80920076
INN06269,0.16262816
INN06866,0.031567343
INN16182,0.049193826
INN14911,0.2489645
INN03804,0.59010875
INN26544,0.010151348
INN07242,0.3034487
INN01808,0.69141436
INN13625,0.8117191
INN31355,0.74627626
INN02208,0.778699
INN16046,0.027744152
INN09898,0.13279606
INN06907,0.7744677
INN06664,0.34188044
INN01279,0.37986743
INN17056,0.834673
INN05293,0.66464096
INN27348,0.33354878
INN09745,0.67646855
INN01877,0.73092616
INN06880,0.6217783
INN17939,0.85953623
INN16097,0.27435887
INN11473,0.3915587
INN25909,0.86843914
INN08038,0.0031267253
INN10824,0.033022776
INN11770,0.2679487
INN03064,0.22014265
INN11036,0.730224
INN22993,0.6055672
INN35598,0.63908345
INN33101,0.58108
INN23160,0.7638283
INN26122,0.8671503
INN26209,0.56601113
INN36260,0.048011985
INN31561,0.5579181
INN06419,0.09336071
INN01271,0.25236115
INN34294,0.42088917
INN26646,0.79710597
INN01091,0.6930287
INN15903,0.06170195
INN18471,0.30033943
INN14119,0.7276253
INN01865,0.8016529
INN27934,0.6677078
INN05750,0.045296498
INN19115,0.55030394
INN05733,0.8135303
INN24293,0.65126425
INN09117,0.7055102
INN36212,0.060303885
INN19608,0.29579338
INN06015,0.10750903
INN17437,0.96489364
INN03068,0.034373127
INN14219,0.816556
INN30069,0.41539764
INN00087,0.26795077
INN18876,0.7601324
INN18998,0.8127596
